date,epoch,open,high,low,close,volume,macd,rsi,sma10,sma20,instrumentId
2021-08-24 23:19:00,1629839940,1.17585,1.17585,1.1758,1.1758,37,-4.751323203100455e-06,47.25265174981414,1.17581,1.175851,CS.D.EURUSD.MINI.IP
2021-08-24 23:20:00,1629840000,1.17581,1.17581,1.17578,1.17581,18,-6.072428756942472e-06,48.06371140984827,1.175807,1.1758494999999998,CS.D.EURUSD.MINI.IP
2021-08-24 23:21:00,1629840060,1.17583,1.17584,1.17581,1.17581,6,-7.038174704820932e-06,48.06371140984826,1.175808,1.1758454999999999,CS.D.EURUSD.MINI.IP
2021-08-24 23:22:00,1629840120,1.1758,1.17584,1.17578,1.17582,17,-6.919934362192848e-06,48.973658144687995,1.1758089999999999,1.175838,CS.D.EURUSD.MINI.IP
2021-08-24 23:23:00,1629840180,1.17584,1.17585,1.1758,1.17582,21,-6.748394470124097e-06,48.973658144687995,1.1758149999999998,1.1758324999999998,CS.D.EURUSD.MINI.IP
2021-08-24 23:24:00,1629840240,1.17583,1.17585,1.17581,1.17584,16,-4.9469987601913346e-06,50.96634338199378,1.1758259999999998,1.1758324999999998,CS.D.EURUSD.MINI.IP
2021-08-24 23:25:00,1629840300,1.17585,1.17585,1.17581,1.17582,19,-5.069759902776028e-06,48.90940477343516,1.1758349999999997,1.1758305,CS.D.EURUSD.MINI.IP
2021-08-24 23:26:00,1629840360,1.17581,1.17584,1.1758,1.17584,21,-3.5173085013440186e-06,51.0374768222426,1.1758369999999998,1.175828,CS.D.EURUSD.MINI.IP
2021-08-24 23:27:00,1629840420,1.17582,1.17585,1.17579,1.17582,23,-3.852111121194213e-06,48.84637583199772,1.1758219999999997,1.1758245000000003,CS.D.EURUSD.MINI.IP
2021-08-24 23:28:00,1629840480,1.17581,1.17582,1.17574,1.17579,59,-6.4577230174389655e-06,45.67854894050368,1.1758169999999997,1.1758185,CS.D.EURUSD.MINI.IP
2021-08-24 23:29:00,1629840540,1.1758,1.17581,1.17578,1.17581,41,-6.833697304031716e-06,48.0952855713567,1.1758179999999996,1.1758140000000001,CS.D.EURUSD.MINI.IP
2021-08-24 23:30:00,1629840600,1.1758,1.17583,1.17578,1.17581,54,-7.050352111903635e-06,48.095285571356705,1.1758179999999996,1.1758125,CS.D.EURUSD.MINI.IP
2021-08-24 23:31:00,1629840660,1.17582,1.17582,1.17577,1.17579,49,-8.732020748025704e-06,45.735457531880016,1.1758159999999995,1.175812,CS.D.EURUSD.MINI.IP
2021-08-24 23:32:00,1629840720,1.17577,1.17581,1.17574,1.17579,41,-9.949996193414634e-06,45.735457531880016,1.1758129999999993,1.175811,CS.D.EURUSD.MINI.IP
2021-08-24 23:33:00,1629840780,1.17578,1.17582,1.17575,1.17582,38,-8.401684596925918e-06,50.00304136958133,1.1758129999999993,1.1758140000000001,CS.D.EURUSD.MINI.IP
2021-08-24 23:34:00,1629840840,1.17581,1.17583,1.17572,1.17573,50,-1.4261143021832012e-05,39.872264394410635,1.1758019999999996,1.1758140000000001,CS.D.EURUSD.MINI.IP
2021-08-24 23:35:00,1629840900,1.17574,1.17579,1.17567,1.17576,86,-1.629954151272095e-05,43.94883008043305,1.1757959999999996,1.1758155000000001,CS.D.EURUSD.MINI.IP
2021-08-24 23:36:00,1629840960,1.17577,1.17581,1.17564,1.17566,49,-2.5677280359293064e-05,35.34628751424957,1.1757779999999998,1.1758075,CS.D.EURUSD.MINI.IP
2021-08-24 23:37:00,1629841020,1.17567,1.17574,1.17565,1.17571,97,-2.8748058181982117e-05,41.51094310082665,1.1757669999999998,1.1757944999999999,CS.D.EURUSD.MINI.IP
2021-08-24 23:38:00,1629841080,1.1757,1.17576,1.17567,1.17574,56,-2.843581395373107e-05,44.90532652278271,1.1757619999999998,1.1757895,CS.D.EURUSD.MINI.IP
2021-08-24 23:39:00,1629841140,1.17575,1.17582,1.17572,1.17574,67,-2.786707080848494e-05,44.90532652278271,1.1757549999999997,1.1757865,CS.D.EURUSD.MINI.IP
2021-08-24 23:40:00,1629841200,1.17572,1.17578,1.17569,1.17574,90,-2.710385587567643e-05,44.90532652278271,1.1757479999999996,1.1757830000000002,CS.D.EURUSD.MINI.IP
2021-08-24 23:41:00,1629841260,1.17575,1.17578,1.17573,1.17574,91,-2.6196981036230582e-05,44.90532652278271,1.1757429999999995,1.1757795000000004,CS.D.EURUSD.MINI.IP
2021-08-24 23:42:00,1629841320,1.17576,1.17577,1.17572,1.17577,85,-2.2796750103637464e-05,48.89458291424869,1.1757409999999997,1.1757770000000003,CS.D.EURUSD.MINI.IP
2021-08-24 23:43:00,1629841380,1.17576,1.1758,1.17568,1.17578,103,-1.907585641824916e-05,50.189281201740094,1.1757369999999996,1.1757750000000002,CS.D.EURUSD.MINI.IP
2021-08-24 23:44:00,1629841440,1.17577,1.17578,1.17567,1.17573,99,-1.9928957248005474e-05,44.16464205829415,1.1757369999999996,1.1757695000000001,CS.D.EURUSD.MINI.IP
2021-08-24 23:45:00,1629841500,1.17572,1.17577,1.1757,1.17576,128,-1.7978641029481324e-05,48.18368392480274,1.1757369999999996,1.1757665000000002,CS.D.EURUSD.MINI.IP
2021-08-24 23:46:00,1629841560,1.17577,1.17579,1.1757,1.17577,17,-1.5448496546666135e-05,49.48884453309543,1.1757479999999996,1.1757630000000001,CS.D.EURUSD.MINI.IP
2021-08-24 23:47:00,1629841620,1.17578,1.17578,1.17562,1.17573,41,-1.6479187027185205e-05,44.64475116082194,1.1757499999999994,1.1757585000000002,CS.D.EURUSD.MINI.IP
2021-08-24 23:48:00,1629841680,1.17567,1.17573,1.17566,1.17573,31,-1.709888920675695e-05,44.64475116082194,1.1757489999999995,1.1757555000000002,CS.D.EURUSD.MINI.IP
2021-08-24 23:49:00,1629841740,1.17572,1.17579,1.17569,1.17574,16,-1.6592205055454556e-05,46.17238648668207,1.1757489999999995,1.1757520000000004,CS.D.EURUSD.MINI.IP
2021-08-24 23:50:00,1629841800,1.17567,1.17578,1.17567,1.17575,28,-1.5208776632080756e-05,47.72595939589655,1.1757499999999996,1.1757490000000004,CS.D.EURUSD.MINI.IP
2021-08-24 23:51:00,1629841860,1.17578,1.17579,1.17567,1.17578,112,-1.1559416663642352e-05,52.184579139398764,1.1757539999999997,1.1757485000000005,CS.D.EURUSD.MINI.IP
2021-08-24 23:52:00,1629841920,1.17577,1.17581,1.17571,1.17579,36,-7.771097525477444e-06,53.605101332244885,1.1757559999999996,1.1757485000000005,CS.D.EURUSD.MINI.IP
2021-08-24 23:53:00,1629841980,1.1758,1.1758,1.17569,1.17577,41,-6.309354608546869e-06,50.381329172542216,1.1757549999999997,1.1757460000000004,CS.D.EURUSD.MINI.IP
2021-08-24 23:54:00,1629842040,1.17571,1.17579,1.1757,1.17578,39,-4.294760601597503e-06,51.93771518668407,1.1757599999999997,1.1757485000000003,CS.D.EURUSD.MINI.IP
2021-08-24 23:55:00,1629842100,1.17579,1.17579,1.17575,1.17578,14,-2.667435762715442e-06,51.93771518668407,1.1757619999999995,1.1757495000000002,CS.D.EURUSD.MINI.IP
2021-08-24 23:56:00,1629842160,1.17577,1.17581,1.17567,1.17577,35,-2.159562976222773e-06,50.114633540217596,1.1757619999999995,1.175755,CS.D.EURUSD.MINI.IP
2021-08-24 23:57:00,1629842220,1.17579,1.17581,1.1757,1.17577,28,-1.7370468579080978e-06,50.114633540217596,1.1757659999999996,1.1757580000000003,CS.D.EURUSD.MINI.IP
2021-08-24 23:58:00,1629842280,1.1758,1.17581,1.1757,1.17579,36,2.088280035561496e-07,53.87042999125166,1.1757719999999996,1.1757605000000002,CS.D.EURUSD.MINI.IP
2021-08-24 23:59:00,1629842340,1.17575,1.17582,1.1757,1.17581,47,3.3260670977419693e-06,57.33010377271515,1.1757789999999997,1.175764,CS.D.EURUSD.MINI.IP
2021-08-25 00:00:00,1629842400,1.17584,1.17584,1.17576,1.17578,148,3.3377795296551938e-06,51.13498268197846,1.1757819999999994,1.1757659999999999,CS.D.EURUSD.MINI.IP
2021-08-25 00:01:00,1629842460,1.17576,1.1758,1.17576,1.17578,72,3.308917328359584e-06,51.134982681978464,1.1757819999999994,1.175768,CS.D.EURUSD.MINI.IP
2021-08-25 00:02:00,1629842520,1.17577,1.17578,1.17574,1.17576,52,1.6534422495606549e-06,47.19209474056498,1.1757789999999997,1.1757674999999999,CS.D.EURUSD.MINI.IP
2021-08-25 00:03:00,1629842580,1.17575,1.17577,1.17574,1.17577,31,1.1351643525170374e-06,49.297242518949574,1.1757789999999997,1.175767,CS.D.EURUSD.MINI.IP
2021-08-25 00:04:00,1629842640,1.17576,1.17581,1.17575,1.17577,48,7.161703203806269e-07,49.29724251894958,1.1757779999999998,1.1757689999999998,CS.D.EURUSD.MINI.IP
2021-08-25 00:05:00,1629842700,1.17576,1.17579,1.17575,1.17576,24,-4.1786856042058673e-07,47.11879457869888,1.1757759999999997,1.1757689999999998,CS.D.EURUSD.MINI.IP
2021-08-25 00:07:00,1629842820,1.17578,1.17579,1.17576,1.17576,16,-1.3015968807206235e-06,47.11879457869888,1.1757749999999998,1.1757684999999998,CS.D.EURUSD.MINI.IP
2021-08-25 00:08:00,1629842880,1.17577,1.17581,1.17575,1.1758,20,1.2113478058406457e-06,56.11518317628727,1.1757779999999998,1.1757719999999998,CS.D.EURUSD.MINI.IP
2021-08-25 00:09:00,1629842940,1.17579,1.17585,1.17575,1.17576,36,-2.414773514480828e-08,47.426184517579394,1.175775,1.1757734999999996,CS.D.EURUSD.MINI.IP
2021-08-25 00:10:00,1629843000,1.17575,1.17578,1.17575,1.17577,26,-1.9421552122089736e-07,49.53018460493547,1.175771,1.1757749999999996,CS.D.EURUSD.MINI.IP
2021-08-25 00:11:00,1629843060,1.17575,1.17578,1.17575,1.17576,14,-1.1228887928371734e-06,47.483713503457494,1.175769,1.1757754999999996,CS.D.EURUSD.MINI.IP
2021-08-25 00:12:00,1629843120,1.17577,1.17578,1.17575,1.17576,24,-1.8376843098355522e-06,47.483713503457494,1.175767,1.1757744999999997,CS.D.EURUSD.MINI.IP
2021-08-25 00:13:00,1629843180,1.17575,1.17578,1.17575,1.17576,22,-2.3767661174733945e-06,47.4837135034575,1.175767,1.1757729999999997,CS.D.EURUSD.MINI.IP
2021-08-25 00:14:00,1629843240,1.17578,1.1758,1.17574,1.17576,25,-2.772037234866076e-06,47.48371350345751,1.175766,1.1757724999999997,CS.D.EURUSD.MINI.IP
2021-08-25 00:15:00,1629843300,1.17575,1.17576,1.17571,1.17573,20,-5.443122085502239e-06,40.69835881599507,1.1757620000000002,1.1757699999999998,CS.D.EURUSD.MINI.IP
2021-08-25 00:16:00,1629843360,1.17575,1.17576,1.17574,1.17575,15,-5.8784846255210965e-06,46.21624136276912,1.175761,1.1757684999999998,CS.D.EURUSD.MINI.IP
2021-08-25 00:17:00,1629843420,1.17574,1.17576,1.17574,1.17576,12,-5.354916781330488e-06,48.78237833899353,1.175761,1.175768,CS.D.EURUSD.MINI.IP
2021-08-25 00:18:00,1629843480,1.17575,1.17577,1.17575,1.17575,6,-5.681364368070874e-06,46.398326547883414,1.1757560000000002,1.175767,CS.D.EURUSD.MINI.IP
2021-08-25 00:19:00,1629843540,1.17576,1.17576,1.17569,1.1757,21,-9.860775725956117e-06,36.73216710099273,1.17575,1.1757624999999998,CS.D.EURUSD.MINI.IP
2021-08-25 00:20:00,1629843600,1.17571,1.17573,1.1757,1.17571,30,-1.2225185050951382e-05,39.449147938957864,1.1757440000000001,1.1757575,CS.D.EURUSD.MINI.IP
2021-08-25 00:21:00,1629843660,1.1757,1.17572,1.17569,1.17571,21,-1.3938322027451377e-05,39.449147938957864,1.175739,1.175754,CS.D.EURUSD.MINI.IP
2021-08-25 00:22:00,1629843720,1.1757,1.17573,1.1757,1.1757,35,-1.5919367597705403e-05,37.57759562146882,1.175733,1.1757499999999999,CS.D.EURUSD.MINI.IP
2021-08-25 00:23:00,1629843780,1.17574,1.17574,1.17569,1.1757,22,-1.7290049598051027e-05,37.57759562146882,1.1757269999999997,1.1757469999999999,CS.D.EURUSD.MINI.IP
2021-08-25 00:24:00,1629843840,1.17571,1.17575,1.17569,1.17574,20,-1.4976138062561262e-05,48.83772860846881,1.1757249999999997,1.1757454999999999,CS.D.EURUSD.MINI.IP
2021-08-25 00:25:00,1629843900,1.17575,1.17578,1.17574,1.17575,35,-1.2194881798155421e-05,51.20736645998416,1.1757269999999997,1.1757445,CS.D.EURUSD.MINI.IP
2021-08-25 00:26:00,1629843960,1.17576,1.17578,1.17575,1.17577,32,-8.281469632720473e-06,55.63329146703307,1.1757289999999998,1.1757449999999998,CS.D.EURUSD.MINI.IP
2021-08-25 00:27:00,1629844020,1.17578,1.1758,1.17576,1.17577,28,-5.121030950849814e-06,55.63329146703307,1.1757299999999997,1.1757454999999999,CS.D.EURUSD.MINI.IP
2021-08-25 00:28:00,1629844080,1.17576,1.17582,1.17576,1.17581,41,6.04253783675901e-07,63.345466103659724,1.1757359999999997,1.1757459999999997,CS.D.EURUSD.MINI.IP
2021-08-25 00:29:00,1629844140,1.1758,1.17582,1.17579,1.17581,36,5.082988183913173e-06,63.34546610365972,1.1757469999999999,1.1757484999999996,CS.D.EURUSD.MINI.IP
2021-08-25 00:30:00,1629844200,1.17582,1.17591,1.17582,1.17591,29,1.651106826283666e-05,75.6286058628445,1.1757669999999998,1.1757554999999997,CS.D.EURUSD.MINI.IP
2021-08-25 00:31:00,1629844260,1.1759,1.17591,1.1759,1.17591,14,2.5276528839324186e-05,75.6286058628445,1.1757869999999997,1.1757629999999997,CS.D.EURUSD.MINI.IP
2021-08-25 00:32:00,1629844320,1.1759,1.17591,1.17588,1.1759,20,3.105829537086713e-05,72.79931026799284,1.1758069999999996,1.1757699999999995,CS.D.EURUSD.MINI.IP
2021-08-25 00:33:00,1629844380,1.17589,1.17589,1.17583,1.17585,27,3.124569441737002e-05,60.59335167754807,1.1758219999999997,1.1757744999999997,CS.D.EURUSD.MINI.IP
2021-08-25 00:34:00,1629844440,1.17584,1.17585,1.17584,1.17584,15,3.0238732235066124e-05,58.481432430165704,1.175832,1.1757784999999996,CS.D.EURUSD.MINI.IP
2021-08-25 00:35:00,1629844500,1.17585,1.17585,1.17584,1.17584,20,2.9105200105128404e-05,58.48143243016571,1.1758409999999997,1.1757839999999997,CS.D.EURUSD.MINI.IP
2021-08-25 00:36:00,1629844560,1.17585,1.17586,1.17581,1.17581,24,2.549229311932244e-05,52.15655840121181,1.1758449999999998,1.1757869999999995,CS.D.EURUSD.MINI.IP
2021-08-25 00:37:00,1629844620,1.1758,1.17584,1.1758,1.17582,53,2.3168867635314783e-05,53.944600980550085,1.1758499999999998,1.1757899999999997,CS.D.EURUSD.MINI.IP
2021-08-25 00:38:00,1629844680,1.17581,1.17584,1.1758,1.17582,78,2.1084487118017137e-05,53.94460098055008,1.1758509999999998,1.1757934999999997,CS.D.EURUSD.MINI.IP
2021-08-25 00:39:00,1629844740,1.17581,1.17585,1.1758,1.1758,33,1.761572269387557e-05,49.6413343770939,1.1758499999999998,1.1757984999999995,CS.D.EURUSD.MINI.IP
2021-08-25 00:40:00,1629844800,1.17581,1.17581,1.17575,1.17576,29,1.1506431127905614e-05,42.362718950612674,1.1758349999999997,1.1758009999999997,CS.D.EURUSD.MINI.IP
2021-08-25 00:41:00,1629844860,1.17575,1.17576,1.17573,1.17575,17,5.791109067176947e-06,40.753928435589984,1.175819,1.1758029999999997,CS.D.EURUSD.MINI.IP
2021-08-25 00:42:00,1629844920,1.17576,1.17576,1.1757,1.17571,7,-1.943556950267933e-06,35.02426201165389,1.1758,1.1758034999999998,CS.D.EURUSD.MINI.IP
2021-08-25 00:43:00,1629844980,1.17572,1.17572,1.1757,1.17571,6,-7.981330982564927e-06,35.02426201165389,1.175786,1.1758039999999998,CS.D.EURUSD.MINI.IP
2021-08-25 00:44:00,1629845040,1.17572,1.17573,1.1757,1.1757,25,-1.3418539435372523e-05,33.652476338019994,1.1757719999999998,1.1758019999999996,CS.D.EURUSD.MINI.IP
2021-08-25 00:45:00,1629845100,1.17571,1.17571,1.1757,1.17571,9,-1.6727827086171487e-05,36.33772261863975,1.175759,1.1757999999999995,CS.D.EURUSD.MINI.IP
2021-08-25 00:46:00,1629845160,1.1757,1.17571,1.1757,1.17571,10,-1.9129942883777673e-05,36.337722618639766,1.1757490000000002,1.1757969999999995,CS.D.EURUSD.MINI.IP
2021-08-25 00:47:00,1629845220,1.17572,1.17572,1.1757,1.17571,13,-2.079393702492105e-05,36.33772261863975,1.1757380000000002,1.1757939999999993,CS.D.EURUSD.MINI.IP
2021-08-25 00:48:00,1629845280,1.1757,1.17572,1.1757,1.17572,11,-2.1062951606198865e-05,39.4009502436048,1.175728,1.1757894999999994,CS.D.EURUSD.MINI.IP
2021-08-25 00:49:00,1629845340,1.17571,1.17572,1.1757,1.17571,17,-2.1831400768057563e-05,37.45985062593766,1.1757190000000002,1.1757844999999993,CS.D.EURUSD.MINI.IP
2021-08-25 00:50:00,1629845400,1.17572,1.17573,1.17571,1.17572,5,-2.138695403108848e-05,40.61074392566674,1.175715,1.1757749999999993,CS.D.EURUSD.MINI.IP
2021-08-25 00:51:00,1629845460,1.17571,1.17572,1.1757,1.17571,12,-2.159273185120547e-05,38.52070811260348,1.1757110000000002,1.1757649999999995,CS.D.EURUSD.MINI.IP
2021-08-25 00:52:00,1629845520,1.1757,1.17572,1.1757,1.17572,9,-2.071016512350532e-05,41.74919761124841,1.175712,1.1757559999999994,CS.D.EURUSD.MINI.IP
2021-08-25 00:53:00,1629845580,1.17571,1.17572,1.1757,1.17572,6,-1.978268207358802e-05,41.74919761124841,1.175713,1.1757494999999993,CS.D.EURUSD.MINI.IP
2021-08-25 00:54:00,1629845640,1.17571,1.17572,1.1757,1.17571,9,-1.9628295743201463e-05,39.352505343677954,1.175714,1.1757429999999993,CS.D.EURUSD.MINI.IP
2021-08-25 00:55:00,1629845700,1.1757,1.17572,1.1757,1.17571,7,-1.928365339476379e-05,39.352505343677954,1.175714,1.175736499999999,CS.D.EURUSD.MINI.IP
2021-08-25 00:56:00,1629845760,1.17572,1.17572,1.1757,1.17571,9,-1.879387762793172e-05,39.352505343677954,1.175714,1.175731499999999,CS.D.EURUSD.MINI.IP
2021-08-25 00:58:00,1629845880,1.17572,1.17572,1.1757,1.17571,9,-1.819597484664648e-05,39.352505343677954,1.175714,1.175725999999999,CS.D.EURUSD.MINI.IP
2021-08-25 00:59:00,1629845940,1.17572,1.17573,1.17571,1.17572,13,-1.672245218520274e-05,43.699741786869126,1.175714,1.175720999999999,CS.D.EURUSD.MINI.IP
2021-08-25 01:00:00,1629846000,1.17571,1.17572,1.1757,1.17572,13,-1.5377413568939957e-05,43.699741786869126,1.1757149999999998,1.175716999999999,CS.D.EURUSD.MINI.IP
2021-08-25 01:01:00,1629846060,1.17571,1.17572,1.17571,1.17572,6,-1.4148367171396004e-05,43.699741786869126,1.1757149999999998,1.175714999999999,CS.D.EURUSD.MINI.IP
2021-08-25 01:02:00,1629846120,1.17571,1.17572,1.17566,1.17566,20,-1.7810518904814998e-05,28.42883650876442,1.17571,1.175710499999999,CS.D.EURUSD.MINI.IP
2021-08-25 01:03:00,1629846180,1.17567,1.17571,1.17565,1.17569,23,-1.8083599318652332e-05,39.76331765582727,1.1757069999999998,1.175709499999999,CS.D.EURUSD.MINI.IP
2021-08-25 01:04:00,1629846240,1.17568,1.17571,1.17566,1.17571,35,-1.649603149789236e-05,45.91296441920146,1.175706,1.175709499999999,CS.D.EURUSD.MINI.IP
2021-08-25 01:05:00,1629846300,1.1757,1.17571,1.17569,1.1757,9,-1.5861941045969274e-05,43.520540715843,1.1757049999999998,1.175709499999999,CS.D.EURUSD.MINI.IP
2021-08-25 01:06:00,1629846360,1.17571,1.17576,1.1757,1.17576,25,-1.0398066186745325e-05,57.746985796395805,1.1757099999999998,1.1757119999999992,CS.D.EURUSD.MINI.IP
